key,value,acc
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1756226
size_fraction_upper_threshold_sam,2000,ERR1756226
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1756205
size_fraction_upper_threshold_sam,2000,ERR1756205
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1756142
size_fraction_upper_threshold_sam,2000,ERR1756142
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4227189
size_fraction_upper_threshold_sam,>,ERR4227189
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1756190
size_fraction_upper_threshold_sam,2000,ERR1756190
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1756085
size_fraction_upper_threshold_sam,5,ERR1756085
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4223617
size_fraction_upper_threshold_sam,>,ERR4223617
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1700899
size_fraction_upper_threshold_sam,20,ERR1700899
size_frac_sam,0-0.45 micrometer,SRR9161511
size_frac_sam,0-0.45 micrometer,SRR9161527
size_fraction_lower_threshold_sam_s_dpl49,0.22 um,ERR1855284
size_fraction_lower_threshold_sam_s_dpl49,3,ERR2098391
size_fraction_upper_threshold_sam,20,ERR2098391
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR2098398
size_fraction_upper_threshold_sam,3,ERR2098398
size_frac_sam,NA,SRR14874080
size_fraction_microns_sam,3_to_57_microns,SRR1298809
size_frac_sam,0.22-5.0 micrometer,SRR17470370
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR868460
size_fraction_upper_threshold_sam,5,ERR868460
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR868495
size_fraction_upper_threshold_sam,3,ERR868495
size_fraction_lower_threshold_sam_s_dpl49,<,ERR599338
size_fraction_upper_threshold_sam,0.22,ERR599338
size_fraction_lower_threshold_sam_s_dpl49,180,ERR4691754
size_fraction_upper_threshold_sam,2000,ERR4691754
size_fraction_lower_threshold_sam_s_dpl49,20,ERR4691735
size_fraction_upper_threshold_sam,180,ERR4691735
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1726605
size_fraction_upper_threshold_sam,180,ERR1726605
size_fraction_lower_threshold_sam_s_dpl49,<,ERR594358
size_fraction_upper_threshold_sam,0.22,ERR594358
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR598993
size_fraction_upper_threshold_sam,1.6,ERR598993
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4691706
size_fraction_upper_threshold_sam,5,ERR4691706
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1726675
size_fraction_upper_threshold_sam,180,ERR1726675
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR599149
size_fraction_upper_threshold_sam,3,ERR599149
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1726530
size_fraction_upper_threshold_sam,20,ERR1726530
size_fraction_lower_threshold_sam_s_dpl49,20,ERR4691831
size_fraction_upper_threshold_sam,180,ERR4691831
size_fraction_lower_threshold_sam_s_dpl49,<,ERR599375
size_fraction_upper_threshold_sam,0.22,ERR599375
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR3589577
size_fraction_upper_threshold_sam,3,ERR3589577
size_fraction_lower_threshold_sam_s_dpl49,<,ERR2762160
size_fraction_upper_threshold_sam,0.22,ERR2762160
size_fraction_lower_threshold_sam_s_dpl49,<,ERR2762185
size_fraction_upper_threshold_sam,0.22,ERR2762185
size_frac_sam,0-0.45 micrometer,SRR9161506
sample_size_fraction_lower_threshold_sam,0.22,ERR4674088
sample_size_fraction_upper_threshold_sam,no size limit,ERR4674088
size_fraction_upper_threshold_sam,64um,ERR2194458
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1756253
size_fraction_upper_threshold_sam,5,ERR1756253
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR6093672
size_fraction_upper_threshold_sam,3,ERR6093672
size_fraction_lower_threshold_sam_s_dpl49,180,ERR562440
size_fraction_upper_threshold_sam,2000,ERR562440
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1756334
size_fraction_upper_threshold_sam,180,ERR1756334
size_fraction_lower_threshold_sam_s_dpl49,20,ERR562476
size_fraction_upper_threshold_sam,180,ERR562476
size_fraction_lower_threshold_sam_s_dpl49,20,ERR562420
size_fraction_upper_threshold_sam,180,ERR562420
size_fraction_lower_threshold_sam_s_dpl49,180,ERR562651
size_fraction_upper_threshold_sam,2000,ERR562651
size_fraction_lower_threshold_sam_s_dpl49,180,ERR562711
size_fraction_upper_threshold_sam,2000,ERR562711
size_fraction_lower_threshold_sam_s_dpl49,5,ERR562443
size_fraction_upper_threshold_sam,20,ERR562443
size_fraction_lower_threshold_sam_s_dpl49,180,ERR562682
size_fraction_upper_threshold_sam,2000,ERR562682
size_fraction_lower_threshold_sam_s_dpl49,3,ERR1879921
size_fraction_upper_threshold_sam,>,ERR1879921
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1879875
size_fraction_upper_threshold_sam,>,ERR1879875
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1756331
size_fraction_upper_threshold_sam,180,ERR1756331
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1755990
size_fraction_upper_threshold_sam,2000,ERR1755990
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1756009
size_fraction_upper_threshold_sam,2000,ERR1756009
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1755989
size_fraction_upper_threshold_sam,20,ERR1755989
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1756233
size_fraction_upper_threshold_sam,20,ERR1756233
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1756199
size_fraction_upper_threshold_sam,20,ERR1756199
size_fraction_lower_threshold_sam_s_dpl49,180,ERR562449
size_fraction_upper_threshold_sam,2000,ERR562449
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1756285
size_fraction_upper_threshold_sam,2000,ERR1756285
size_fraction_lower_threshold_sam_s_dpl49,20,ERR562402
size_fraction_upper_threshold_sam,180,ERR562402
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1755896
size_fraction_upper_threshold_sam,2000,ERR1755896
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR562551
size_fraction_upper_threshold_sam,5,ERR562551
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1879758
size_fraction_upper_threshold_sam,>,ERR1879758
size_fraction_lower_threshold_sam_s_dpl49,5,ERR562710
size_fraction_upper_threshold_sam,20,ERR562710
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR3518702
size_fraction_upper_threshold_sam,>,ERR3518702
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR6090712
size_fraction_upper_threshold_sam,3,ERR6090712
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR599220
size_fraction_upper_threshold_sam,3,ERR599220
size_frac_sam,0-0.45 micrometer,SRR9161561
size_fraction_lower_threshold_sam_s_dpl49,0.22 um,ERR1855260
size_frac_sam,> 0.7 um,SRR12347144
size_fraction_lower_threshold_sam_s_dpl49,3,ERR2098384
size_fraction_upper_threshold_sam,20,ERR2098384
size_fraction_lower_threshold_sam_s_dpl49,20,ERR2098406
size_fraction_upper_threshold_sam,>20,ERR2098406
size_frac_sam,NA,SRR14874099
size_fraction_microns_sam,0_3_to_3_microns,SRR1298814
size_fraction_sam,>2.7µm,SRR8062353
size_fraction_sam,1.6-0.2um,SRR8075961
size_fraction_sam,1.6-0.2um,SRR8075976
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1726901
size_fraction_upper_threshold_sam,180,ERR1726901
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR868417
size_fraction_upper_threshold_sam,3,ERR868417
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1726850
size_fraction_upper_threshold_sam,180,ERR1726850
size_fraction_lower_threshold_sam_s_dpl49,<,ERR599367
size_fraction_upper_threshold_sam,0.22,ERR599367
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1726918
size_fraction_upper_threshold_sam,180,ERR1726918
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR868488
size_fraction_upper_threshold_sam,5,ERR868488
size_fraction_lower_threshold_sam_s_dpl49,5,ERR599295
size_fraction_upper_threshold_sam,20,ERR599295
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1726938
size_fraction_upper_threshold_sam,20,ERR1726938
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1726873
size_fraction_upper_threshold_sam,180,ERR1726873
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1726553
size_fraction_upper_threshold_sam,2000,ERR1726553
size_fraction_lower_threshold_sam_s_dpl49,<,ERR2752147
size_fraction_upper_threshold_sam,0.22,ERR2752147
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1726782
size_fraction_upper_threshold_sam,2000,ERR1726782
size_fraction_lower_threshold_sam_s_dpl49,5,ERR599317
size_fraction_upper_threshold_sam,20,ERR599317
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1726958
size_fraction_upper_threshold_sam,2000,ERR1726958
size_fraction_lower_threshold_sam_s_dpl49,<,ERR2762129
size_fraction_upper_threshold_sam,0.22,ERR2762129
size_fraction_lower_threshold_sam_s_dpl49,<,ERR2762110
size_fraction_upper_threshold_sam,0.22,ERR2762110
size_frac_sam,0-0.45 micrometer,SRR9161505
sample_size_fraction_lower_threshold_sam,extra_value_found,ERR4674758
sample_size_fraction_upper_threshold_sam,extra_value_found,ERR4674758
size_fraction_lower_threshold_sam_s_dpl49,5,ERR562447
size_fraction_upper_threshold_sam,20,ERR562447
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR6090692
size_fraction_upper_threshold_sam,1.6,ERR6090692
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1756341
size_fraction_upper_threshold_sam,20,ERR1756341
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1756022
size_fraction_upper_threshold_sam,180,ERR1756022
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1755973
size_fraction_upper_threshold_sam,5,ERR1755973
size_fraction_lower_threshold_sam_s_dpl49,3,ERR1879795
size_fraction_upper_threshold_sam,>,ERR1879795
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1755938
size_fraction_upper_threshold_sam,20,ERR1755938
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1756044
size_fraction_upper_threshold_sam,5,ERR1756044
size_fraction_lower_threshold_sam_s_dpl49,180,ERR562446
size_fraction_upper_threshold_sam,2000,ERR562446
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1755995
size_fraction_upper_threshold_sam,2000,ERR1755995
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1755904
size_fraction_upper_threshold_sam,180,ERR1755904
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1755949
size_fraction_upper_threshold_sam,5,ERR1755949
size_fraction_lower_threshold_sam_s_dpl49,3,ERR1879746
size_fraction_upper_threshold_sam,>,ERR1879746
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1756026
size_fraction_upper_threshold_sam,5,ERR1756026
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR6090701
size_fraction_upper_threshold_sam,3,ERR6090701
size_fraction_lower_threshold_sam_s_dpl49,180,ERR3518756
size_fraction_upper_threshold_sam,2000,ERR3518756
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR3518659
size_fraction_upper_threshold_sam,>,ERR3518659
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR599230
size_fraction_upper_threshold_sam,3,ERR599230
size_fraction_lower_threshold_sam_s_dpl49,3,ERR599211
size_fraction_upper_threshold_sam,>,ERR599211
size_frac_sam,0-0.45 micrometer,SRR9161558
size_frac_sam,0-0.45 micrometer,SRR9161516
size_fraction_lower_threshold_sam_s_dpl49,3,ERR2002416
size_frac_sam,> 0.7 um,SRR12347136
size_frac_sam,0.02-0.22 micrometer,SRR9159699
size_fraction_lower_threshold_sam_s_dpl49,100KD,ERR4008066
size_fraction_upper_threshold_sam,0.22,ERR4008066
size_frac_sam,0.22-5.0 micrometer,SRR17470367
size_frac_sam,0.22-5.0 micrometer,SRR17470371
size_fraction_lower_threshold_sam_s_dpl49,3,ERR2002439
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR599095
size_fraction_upper_threshold_sam,1.6,ERR599095
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR599162
size_fraction_upper_threshold_sam,3,ERR599162
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1726602
size_fraction_upper_threshold_sam,>,ERR1726602
size_fraction_lower_threshold_sam_s_dpl49,180,ERR4691791
size_fraction_upper_threshold_sam,2000,ERR4691791
size_fraction_lower_threshold_sam_s_dpl49,<,ERR594380
size_fraction_upper_threshold_sam,0.22,ERR594380
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR599315
size_fraction_upper_threshold_sam,5,ERR599315
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR868426
size_fraction_upper_threshold_sam,5,ERR868426
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4691711
size_fraction_upper_threshold_sam,>,ERR4691711
size_fraction_lower_threshold_sam_s_dpl49,3,ERR1726582
size_fraction_upper_threshold_sam,>,ERR1726582
size_fraction_lower_threshold_sam_s_dpl49,<,ERR599362
size_fraction_upper_threshold_sam,0.22,ERR599362
size_fraction_lower_threshold_sam_s_dpl49,0.1,ERR594314
size_fraction_upper_threshold_sam,0.22,ERR594314
size_fraction_lower_threshold_sam_s_dpl49,180,ERR599244
size_fraction_upper_threshold_sam,2000,ERR599244
size_fraction_lower_threshold_sam_s_dpl49,1.6,ERR1701760
size_fraction_upper_threshold_sam,20,ERR1701760
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR599048
size_fraction_upper_threshold_sam,3,ERR599048
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR868368
size_fraction_upper_threshold_sam,5,ERR868368
size_fraction_lower_threshold_sam_s_dpl49,180,ERR4691595
size_fraction_upper_threshold_sam,2000,ERR4691595
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR3589570
size_fraction_upper_threshold_sam,3,ERR3589570
size_fraction_lower_threshold_sam_s_dpl49,3,ERR4691628
size_fraction_upper_threshold_sam,20,ERR4691628
sample_size_fraction_lower_threshold_sam,extra_value_found,ERR4674752
sample_size_fraction_upper_threshold_sam,not provided,ERR4674752
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR6093675
size_fraction_upper_threshold_sam,3,ERR6093675
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4227219
size_fraction_upper_threshold_sam,>,ERR4227219
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4227228
size_fraction_upper_threshold_sam,>,ERR4227228
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR6090686
size_fraction_upper_threshold_sam,1.6,ERR6090686
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1756019
size_fraction_upper_threshold_sam,2000,ERR1756019
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR562478
size_fraction_upper_threshold_sam,>,ERR562478
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR6093641
size_fraction_upper_threshold_sam,3,ERR6093641
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR6090688
size_fraction_upper_threshold_sam,1.6,ERR6090688
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR562398
size_fraction_upper_threshold_sam,20,ERR562398
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1756098
size_fraction_upper_threshold_sam,180,ERR1756098
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1756145
size_fraction_upper_threshold_sam,20,ERR1756145
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1756359
size_fraction_upper_threshold_sam,20,ERR1756359
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1756265
size_fraction_upper_threshold_sam,20,ERR1756265
size_fraction_lower_threshold_sam_s_dpl49,20,ERR562655
size_fraction_upper_threshold_sam,180,ERR562655
size_fraction_lower_threshold_sam_s_dpl49,180,ERR562612
size_fraction_upper_threshold_sam,2000,ERR562612
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR6093605
size_fraction_upper_threshold_sam,3,ERR6093605
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4227159
size_fraction_upper_threshold_sam,>,ERR4227159
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR3518664
size_fraction_upper_threshold_sam,>,ERR3518664
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR6090706
size_fraction_upper_threshold_sam,3,ERR6090706
size_fraction_lower_threshold_sam_s_dpl49,20,ERR599209
size_fraction_upper_threshold_sam,200,ERR599209
size_frac_sam,0-0.45 micrometer,SRR9161492
size_frac_sam,0-0.45 micrometer,SRR9161536
size_fraction_lower_threshold_sam_s_dpl49,3,ERR2002444
filter_fraction__um__sam,0.22 â?? 3,SRR2053294
size_frac_sam,NA,SRR14874055
size_fraction_sam,>0.2,ERR2497739
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR599000
size_fraction_upper_threshold_sam,3,ERR599000
size_fraction_lower_threshold_sam_s_dpl49,0.1,ERR594345
size_fraction_upper_threshold_sam,0.22,ERR594345
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR599064
size_fraction_upper_threshold_sam,3,ERR599064
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1726961
size_fraction_upper_threshold_sam,20,ERR1726961
size_fraction_lower_threshold_sam_s_dpl49,180,ERR4691824
size_fraction_upper_threshold_sam,2000,ERR4691824
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR599123
size_fraction_upper_threshold_sam,3,ERR599123
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1726556
size_fraction_upper_threshold_sam,>,ERR1726556
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1726742
size_fraction_upper_threshold_sam,20,ERR1726742
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR599010
size_fraction_upper_threshold_sam,3,ERR599010
size_fraction_lower_threshold_sam_s_dpl49,<,ERR599373
size_fraction_upper_threshold_sam,0.22,ERR599373
size_fraction_lower_threshold_sam_s_dpl49,<,ERR594373
size_fraction_upper_threshold_sam,0.22,ERR594373
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR598954
size_fraction_upper_threshold_sam,3,ERR598954
size_fraction_lower_threshold_sam_s_dpl49,180,ERR4691733
size_fraction_upper_threshold_sam,2000,ERR4691733
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR599019
size_fraction_upper_threshold_sam,1.6,ERR599019
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR868378
size_fraction_upper_threshold_sam,5,ERR868378
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR599024
size_fraction_upper_threshold_sam,3,ERR599024
size_fraction_lower_threshold_sam_s_dpl49,0.45,ERR594289
size_fraction_upper_threshold_sam,0.8,ERR594289
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1726969
size_fraction_upper_threshold_sam,20,ERR1726969
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR599248
size_fraction_upper_threshold_sam,3,ERR599248
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR3589592
size_fraction_upper_threshold_sam,3,ERR3589592
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR3589569
size_fraction_upper_threshold_sam,3,ERR3589569
size_fraction_lower_threshold_sam_s_dpl49,20,ERR4691642
size_fraction_upper_threshold_sam,180,ERR4691642
sample_size_fraction_lower_threshold_sam,extra_value_found,ERR4674779
sample_size_fraction_upper_threshold_sam,no prefiltration,ERR4674779
size_fraction_sam,0-0.22 micrometer,ERR3256974
size_frac_sam,missing,SRR13197183
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4227229
size_fraction_upper_threshold_sam,>,ERR4227229
size_fraction_lower_threshold_sam_s_dpl49,20,ERR562691
size_fraction_upper_threshold_sam,180,ERR562691
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1756129
size_fraction_upper_threshold_sam,2000,ERR1756129
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1756221
size_fraction_upper_threshold_sam,5,ERR1756221
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1755986
size_fraction_upper_threshold_sam,2000,ERR1755986
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1756054
size_fraction_upper_threshold_sam,5,ERR1756054
size_fraction_lower_threshold_sam_s_dpl49,180,ERR562382
size_fraction_upper_threshold_sam,2000,ERR562382
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1879831
size_fraction_upper_threshold_sam,20,ERR1879831
size_fraction_lower_threshold_sam_s_dpl49,180,ERR562388
size_fraction_upper_threshold_sam,2000,ERR562388
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1879782
size_fraction_upper_threshold_sam,20,ERR1879782
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1755957
size_fraction_upper_threshold_sam,5,ERR1755957
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR562432
size_fraction_upper_threshold_sam,>,ERR562432
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1756239
size_fraction_upper_threshold_sam,2000,ERR1756239
size_fraction_lower_threshold_sam_s_dpl49,20,ERR562486
size_fraction_upper_threshold_sam,180,ERR562486
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1756079
size_fraction_upper_threshold_sam,2000,ERR1756079
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1756207
size_fraction_upper_threshold_sam,5,ERR1756207
size_fraction_lower_threshold_sam_s_dpl49,5,ERR562372
size_fraction_upper_threshold_sam,20,ERR562372
size_fraction_lower_threshold_sam_s_dpl49,5,ERR562630
size_fraction_upper_threshold_sam,20,ERR562630
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1756178
size_fraction_upper_threshold_sam,180,ERR1756178
